antecedents,consequents,Support,Confidence,Lift
VERY_LOW_commiters,HIGH_RATE,0.5274888558692422,0.5652866242038217,1.0118029204499255
HIGH_RATE,VERY_LOW_commiters,0.5274888558692422,0.9441489361702128,1.0118029204499255
HIGH_RATE,VERY_LOW_commits,0.5304606240713224,0.9494680851063829,1.0094660683674497
VERY_LOW_commits,HIGH_RATE,0.5304606240713224,0.5639810426540285,1.00946606836745
VERY_LOW_forks,HIGH_RATE,0.5453194650817236,0.562021439509954,1.0059585872079762
HIGH_RATE,VERY_LOW_forks,0.5453194650817236,0.9760638297872339,1.0059585872079762
VERY_LOW_stars,HIGH_RATE,0.549777117384844,0.5614567526555387,1.0049478578116424
HIGH_RATE,VERY_LOW_stars,0.549777117384844,0.9840425531914894,1.0049478578116424
VERY_LOW_commiters,VERY_LOW_commits,0.9108469539375929,0.9761146496815286,1.0377964600879444
VERY_LOW_commits,VERY_LOW_commiters,0.9108469539375929,0.9684044233807267,1.0377964600879444
VERY_LOW_forks,VERY_LOW_commiters,0.924219910846954,0.9525267993874427,1.0207811082607468
VERY_LOW_commiters,VERY_LOW_forks,0.924219910846954,0.9904458598726115,1.0207811082607465
VERY_LOW_stars,VERY_LOW_commiters,0.9301634472511144,0.9499241274658574,1.017991939147328
VERY_LOW_commiters,VERY_LOW_stars,0.9301634472511144,0.9968152866242038,1.017991939147328
VERY_LOW_forks,VERY_LOW_commits,0.924219910846954,0.9525267993874427,1.0127180663313569
VERY_LOW_commits,VERY_LOW_forks,0.924219910846954,0.9826224328593998,1.0127180663313569
VERY_LOW_stars,VERY_LOW_commits,0.9316493313521546,0.9514415781487102,1.01156426871103
VERY_LOW_commits,VERY_LOW_stars,0.9316493313521546,0.990521327014218,1.01156426871103
VERY_LOW_stars,VERY_LOW_forks,0.9613670133729569,0.9817905918057663,1.0118607477569384
VERY_LOW_forks,VERY_LOW_stars,0.9613670133729569,0.990811638591118,1.0118607477569384
"VERY_LOW_commiters, HIGH_RATE",VERY_LOW_commits,0.5156017830609212,0.9774647887323943,1.0392319159824666
"VERY_LOW_commits, HIGH_RATE",VERY_LOW_commiters,0.5156017830609212,0.9719887955182072,1.0416376741779514
"VERY_LOW_commiters, VERY_LOW_commits",HIGH_RATE,0.5156017830609212,0.566068515497553,1.0132024226857796
HIGH_RATE,"VERY_LOW_commiters, VERY_LOW_commits",0.5156017830609212,0.9228723404255318,1.0132024226857796
VERY_LOW_commiters,"VERY_LOW_commits, HIGH_RATE",0.5156017830609212,0.5525477707006369,1.0416376741779514
