antecedents,consequents,Support,Confidence,Lift
VERY_LOW_forks,HIGH_RATE,0.3007518796992481,0.31746031746031744,1.029810298102981
HIGH_RATE,VERY_LOW_forks,0.3007518796992481,0.975609756097561,1.029810298102981
MEDIUM_RATE,VERY_LOW_stars,0.5263157894736842,0.9333333333333332,1.0010752688172042
VERY_LOW_stars,MEDIUM_RATE,0.5263157894736842,0.5645161290322581,1.0010752688172044
VERY_LOW_commits,VERY_LOW_commiters,0.6992481203007519,0.7500000000000001,1.0611702127659577
VERY_LOW_commiters,VERY_LOW_commits,0.6992481203007519,0.9893617021276596,1.0611702127659575
VERY_LOW_forks,VERY_LOW_commiters,0.6766917293233082,0.7142857142857143,1.0106382978723405
VERY_LOW_commiters,VERY_LOW_forks,0.6766917293233082,0.9574468085106383,1.0106382978723405
VERY_LOW_commiters,VERY_LOW_stars,0.6691729323308271,0.946808510638298,1.015528483184626
VERY_LOW_stars,VERY_LOW_commiters,0.6691729323308271,0.717741935483871,1.015528483184626
VERY_LOW_forks,VERY_LOW_commits,0.8872180451127819,0.9365079365079365,1.0044802867383513
VERY_LOW_commits,VERY_LOW_forks,0.8872180451127819,0.9516129032258065,1.0044802867383513
VERY_LOW_commits,VERY_LOW_stars,0.8721804511278195,0.9354838709677419,1.0033818938605619
VERY_LOW_stars,VERY_LOW_commits,0.8721804511278195,0.9354838709677419,1.0033818938605619
VERY_LOW_forks,VERY_LOW_stars,0.924812030075188,0.9761904761904763,1.0470430107526882
VERY_LOW_stars,VERY_LOW_forks,0.924812030075188,0.9919354838709677,1.0470430107526882
"MEDIUM_RATE, VERY_LOW_commits",VERY_LOW_commiters,0.39097744360902253,0.753623188405797,1.0662966389145851
"MEDIUM_RATE, VERY_LOW_commiters",VERY_LOW_commits,0.39097744360902253,0.9811320754716981,1.0523432744978698
VERY_LOW_commits,"MEDIUM_RATE, VERY_LOW_commiters",0.39097744360902253,0.41935483870967744,1.0523432744978698
VERY_LOW_commiters,"MEDIUM_RATE, VERY_LOW_commits",0.39097744360902253,0.5531914893617021,1.0662966389145851
"VERY_LOW_forks, VERY_LOW_commiters",MEDIUM_RATE,0.38345864661654133,0.5666666666666667,1.0048888888888887
"VERY_LOW_forks, MEDIUM_RATE",VERY_LOW_commiters,0.38345864661654133,0.7285714285714285,1.0308510638297872
"MEDIUM_RATE, VERY_LOW_commiters",VERY_LOW_forks,0.38345864661654133,0.9622641509433962,1.0157232704402517
VERY_LOW_forks,"MEDIUM_RATE, VERY_LOW_commiters",0.38345864661654133,0.40476190476190477,1.0157232704402517
VERY_LOW_commiters,"VERY_LOW_forks, MEDIUM_RATE",0.38345864661654133,0.5425531914893617,1.0308510638297872
MEDIUM_RATE,"VERY_LOW_forks, VERY_LOW_commiters",0.38345864661654133,0.6799999999999999,1.004888888888889
"MEDIUM_RATE, VERY_LOW_commiters",VERY_LOW_stars,0.38345864661654133,0.9622641509433962,1.0321059038344493
"MEDIUM_RATE, VERY_LOW_stars",VERY_LOW_commiters,0.38345864661654133,0.7285714285714285,1.0308510638297872
"VERY_LOW_commiters, VERY_LOW_stars",MEDIUM_RATE,0.38345864661654133,0.5730337078651685,1.0161797752808988
MEDIUM_RATE,"VERY_LOW_commiters, VERY_LOW_stars",0.38345864661654133,0.6799999999999999,1.0161797752808988
VERY_LOW_commiters,"MEDIUM_RATE, VERY_LOW_stars",0.38345864661654133,0.5425531914893617,1.0308510638297872
VERY_LOW_stars,"MEDIUM_RATE, VERY_LOW_commiters",0.38345864661654133,0.4112903225806452,1.0321059038344493
"MEDIUM_RATE, VERY_LOW_commits",VERY_LOW_stars,0.48872180451127817,0.9420289855072462,1.010402057035998
VERY_LOW_stars,"MEDIUM_RATE, VERY_LOW_commits",0.48872180451127817,0.5241935483870968,1.010402057035998
"VERY_LOW_forks, MEDIUM_RATE",VERY_LOW_stars,0.518796992481203,0.9857142857142858,1.0572580645161291
"MEDIUM_RATE, VERY_LOW_stars",VERY_LOW_forks,0.518796992481203,0.9857142857142858,1.0404761904761906
VERY_LOW_forks,"MEDIUM_RATE, VERY_LOW_stars",0.518796992481203,0.5476190476190477,1.0404761904761906
VERY_LOW_stars,"VERY_LOW_forks, MEDIUM_RATE",0.518796992481203,0.5564516129032259,1.0572580645161291
"VERY_LOW_forks, VERY_LOW_commits",VERY_LOW_commiters,0.6691729323308271,0.7542372881355933,1.0671655247024885
"VERY_LOW_forks, VERY_LOW_commiters",VERY_LOW_commits,0.6691729323308271,0.9888888888888889,1.060663082437276
"VERY_LOW_commits, VERY_LOW_commiters",VERY_LOW_forks,0.6691729323308271,0.956989247311828,1.0101553166069297
