antecedents,consequents,Support,Confidence,Lift
VERY_LOW_commiters,VERY_LOW_commits,0.9221635883905013,0.9762569832402235,1.0349689416728522
VERY_LOW_commits,VERY_LOW_commiters,0.9221635883905013,0.9776223776223776,1.0349689416728522
VERY_LOW_commiters,VERY_LOW_forks,0.9261213720316622,0.9804469273743016,1.013886454228814
VERY_LOW_forks,VERY_LOW_commiters,0.9261213720316622,0.9577080491132333,1.013886454228814
VERY_LOW_commiters,VERY_LOW_stars,0.9393139841688655,0.9944134078212291,1.014489048625157
VERY_LOW_stars,VERY_LOW_commiters,0.9393139841688655,0.9582772543741589,1.014489048625157
VERY_LOW_forks,VERY_LOW_commits,0.920844327176781,0.9522510231923601,1.0095192665451873
VERY_LOW_commits,VERY_LOW_forks,0.920844327176781,0.9762237762237762,1.0095192665451873
VERY_LOW_stars,VERY_LOW_commits,0.9340369393139841,0.9528936742934051,1.0102005665935678
VERY_LOW_commits,VERY_LOW_stars,0.9340369393139841,0.9902097902097902,1.0102005665935678
VERY_LOW_forks,VERY_LOW_stars,0.9604221635883905,0.9931787175989085,1.013229431951511
VERY_LOW_stars,VERY_LOW_forks,0.9604221635883905,0.9798115746971736,1.013229431951511
"VERY_LOW_commiters, VERY_LOW_forks",VERY_LOW_commits,0.9036939313984169,0.9757834757834759,1.0344669575438807
"VERY_LOW_commiters, VERY_LOW_commits",VERY_LOW_forks,0.9036939313984169,0.9799713876967097,1.0133946955990532
"VERY_LOW_forks, VERY_LOW_commits",VERY_LOW_commiters,0.9036939313984169,0.9813753581661891,1.0389420691200717
VERY_LOW_commiters,"VERY_LOW_forks, VERY_LOW_commits",0.9036939313984169,0.9567039106145252,1.0389420691200717
VERY_LOW_forks,"VERY_LOW_commiters, VERY_LOW_commits",0.9036939313984169,0.9345156889495225,1.0133946955990532
VERY_LOW_commits,"VERY_LOW_commiters, VERY_LOW_forks",0.9036939313984169,0.958041958041958,1.0344669575438807
"VERY_LOW_commiters, VERY_LOW_stars",VERY_LOW_commits,0.91688654353562,0.9761235955056179,1.0348275320185432
"VERY_LOW_commiters, VERY_LOW_commits",VERY_LOW_stars,0.91688654353562,0.9942775393419171,1.0143504371751995
"VERY_LOW_stars, VERY_LOW_commits",VERY_LOW_commiters,0.91688654353562,0.9816384180790961,1.0392205599217246
VERY_LOW_commiters,"VERY_LOW_stars, VERY_LOW_commits",0.91688654353562,0.9706703910614525,1.0392205599217246
VERY_LOW_stars,"VERY_LOW_commiters, VERY_LOW_commits",0.91688654353562,0.9353970390309556,1.0143504371751995
VERY_LOW_commits,"VERY_LOW_commiters, VERY_LOW_stars",0.91688654353562,0.972027972027972,1.0348275320185432
"VERY_LOW_commiters, VERY_LOW_stars",VERY_LOW_forks,0.924802110817942,0.9845505617977528,1.0181300488986311
"VERY_LOW_commiters, VERY_LOW_forks",VERY_LOW_stars,0.924802110817942,0.9985754985754987,1.0187351654377228
"VERY_LOW_stars, VERY_LOW_forks",VERY_LOW_commiters,0.924802110817942,0.9629120879120879,1.0193957578734116
VERY_LOW_commiters,"VERY_LOW_stars, VERY_LOW_forks",0.924802110817942,0.979050279329609,1.0193957578734116
VERY_LOW_stars,"VERY_LOW_commiters, VERY_LOW_forks",0.924802110817942,0.9434724091520861,1.0187351654377226
VERY_LOW_forks,"VERY_LOW_commiters, VERY_LOW_stars",0.924802110817942,0.9563437926330149,1.0181300488986311
"VERY_LOW_forks, VERY_LOW_stars",VERY_LOW_commits,0.9182058047493403,0.956043956043956,1.0135403058479981
"VERY_LOW_forks, VERY_LOW_commits",VERY_LOW_stars,0.9182058047493403,0.997134670487106,1.0172652492990935
"VERY_LOW_stars, VERY_LOW_commits",VERY_LOW_forks,0.9182058047493403,0.9830508474576272,1.0165791846833307
VERY_LOW_forks,"VERY_LOW_stars, VERY_LOW_commits",0.9182058047493403,0.9495225102319236,1.0165791846833307
VERY_LOW_stars,"VERY_LOW_forks, VERY_LOW_commits",0.9182058047493403,0.936742934051144,1.0172652492990932
VERY_LOW_commits,"VERY_LOW_forks, VERY_LOW_stars",0.9182058047493403,0.9734265734265733,1.0135403058479981
"VERY_LOW_commiters, VERY_LOW_stars, VERY_LOW_forks",VERY_LOW_commits,0.9023746701846965,0.9757489300998573,1.0344303342876808
