antecedents,consequents,Support,Confidence,Lift
HIGH_RATE,VERY_LOW_commits,0.3069306930693069,0.8378378378378378,1.0989820989820989
VERY_LOW_commits,HIGH_RATE,0.3069306930693069,0.40259740259740256,1.0989820989820989
HIGH_RATE,VERY_LOW_forks,0.3465346534653465,0.9459459459459459,1.0056899004267426
VERY_LOW_forks,HIGH_RATE,0.3465346534653465,0.3684210526315789,1.0056899004267426
VERY_LOW_stars,HIGH_RATE,0.3465346534653465,0.3723404255319148,1.0163887291546865
HIGH_RATE,VERY_LOW_stars,0.3465346534653465,0.9459459459459459,1.0163887291546865
VERY_LOW_commiters,MEDIUM_RATE,0.37623762376237624,0.4810126582278481,1.033665499596014
MEDIUM_RATE,VERY_LOW_commiters,0.37623762376237624,0.8085106382978723,1.033665499596014
MEDIUM_RATE,VERY_LOW_commits,0.3564356435643564,0.7659574468085105,1.004697430229345
VERY_LOW_commits,MEDIUM_RATE,0.3564356435643564,0.4675324675324675,1.004697430229345
VERY_LOW_commiters,VERY_LOW_commits,0.6732673267326733,0.8607594936708861,1.1290481670228505
VERY_LOW_commits,VERY_LOW_commiters,0.6732673267326733,0.8831168831168832,1.1290481670228507
VERY_LOW_commiters,VERY_LOW_forks,0.7425742574257426,0.9493670886075949,1.0093271152564958
VERY_LOW_forks,VERY_LOW_commiters,0.7425742574257426,0.7894736842105263,1.0093271152564955
VERY_LOW_stars,VERY_LOW_commiters,0.7326732673267327,0.7872340425531914,1.0064637759224346
VERY_LOW_commiters,VERY_LOW_stars,0.7326732673267327,0.9367088607594937,1.0064637759224346
VERY_LOW_forks,VERY_LOW_commits,0.7227722772277227,0.768421052631579,1.0079289131920712
VERY_LOW_commits,VERY_LOW_forks,0.7227722772277227,0.948051948051948,1.0079289131920712
VERY_LOW_stars,VERY_LOW_commits,0.7227722772277227,0.776595744680851,1.0186515612047526
VERY_LOW_commits,VERY_LOW_stars,0.7227722772277227,0.948051948051948,1.0186515612047526
VERY_LOW_stars,VERY_LOW_forks,0.9207920792079208,0.9893617021276596,1.0518477043673014
VERY_LOW_forks,VERY_LOW_stars,0.9207920792079208,0.9789473684210527,1.0518477043673011
"VERY_LOW_stars, VERY_LOW_forks",HIGH_RATE,0.3465346534653465,0.3763440860215053,1.027317640220866
"VERY_LOW_stars, HIGH_RATE",VERY_LOW_forks,0.3465346534653465,1.0,1.063157894736842
"HIGH_RATE, VERY_LOW_forks",VERY_LOW_stars,0.3465346534653465,1.0,1.074468085106383
VERY_LOW_stars,"HIGH_RATE, VERY_LOW_forks",0.3465346534653465,0.3723404255319148,1.0744680851063828
VERY_LOW_forks,"VERY_LOW_stars, HIGH_RATE",0.3465346534653465,0.3684210526315789,1.063157894736842
HIGH_RATE,"VERY_LOW_stars, VERY_LOW_forks",0.3465346534653465,0.9459459459459459,1.027317640220866
"VERY_LOW_commiters, MEDIUM_RATE",VERY_LOW_commits,0.32673267326732675,0.868421052631579,1.1390977443609023
"VERY_LOW_commiters, VERY_LOW_commits",MEDIUM_RATE,0.32673267326732675,0.4852941176470588,1.042866082603254
